miR-339-5p
miR-205 
miR‐22‐3p
miR‐124‐3p
miR‐136‐3p
miR‐154‐5p
miR-96-5P
miR-205
miR-24
miR-335
miR-105-5p
miR‐323a‐3p
miR-19b-3p
miR-324-3p
miR-223
miR-24
miR-148b
miR-30c
miR-508-5p
miR-665
miR-30b-3p
miR-921
miR-30c-2-3p
miR-32-3p
miR-765
miR-668
miR-642a-5p
miR-518c-5p
miR-550a-3p
miR-126-5p
miR-30e-5p
miR-101-3p
miR-19a-3p
miR-142-3p
miR-32-5p
miR-21-5p
miR-301a-3p
miR-19b-3p
miR-19a-3p
miR-19b-3p
miR-132-5p
miR-338-3p
"30e-3p, 30a-3p"
miR-652-3p
 miR-4732-3p
miR-6131
miR-3184-3p
miR-378g
miR-485-5p
miR-127-3p
miR-128
miR-409-3p
miR-433
miR-370
miR-431-3p
miR-873-3p
miR-136-3p
miR-212-3p
miR-10a-5p
miR-1224-5p
miR-4448
"miR-16-2-3p, 1294"
miR-197-3p
miR-576-5p
miR-1468-5p
miR-375
miR-211-5p
miR-122-3p
miR-941
miR-30d-5p
miR-192-5p
miR-93-5p
miR-425-5p
miR-99b-5p
miR-34a-5p
miR-133b
miR-221-3p e
miR-4454
miR-378g
miR-4732-3p
miR-3184-3p
miR-652-3p
miR-6131
miR-23b3p
miR-30b-5p
miR-342-3p
 miR-195-3p 
miR-195-5p
miR-374a-5p
miR-374b-5p
miR-199a-3p
miR-28-5p
miR-22-5p e
miR-151a-5p
miR-193b
miR-374a-5p
miR-7
mir-153
miR-34c
miR-433
miR-132
miR-206
miR-451
miR-129-5p
miR-9-3p
miR-101
miR-202
miR-96
miR-182
miR-183
miR-19a
miR-19b
miR-19a
miR-19b
miR-24 
miR-34c
miR-96
miR-101
miR-96-5P
miR-339-5p
miR-671-5p
miR-19b-3p
miR-24-3p
miR-19b-3p
miR-24-3p
miR-324-3p
miR-223
miR-24
mir-339-5p
miR-324-3p
miR-223
miR-24
mir-339-5p
miR-4476
miR-6132
miR-4638-5p
miR-7110-5p
miR-3679-5p
miR-1236-5p
miR-6867-3p
miR-6761-3p
miR-423-5p
miR-7111-3p
miR-3156-3p
miR-12114
miR-6889-5p
miR-6740-3p
miR-885-5p
miR-6894-3p
miR-487b-5p
miR-6820-5p
miR-873-3p
miR-7109-3p
miR-5193
miR-4648
miR-10398-5p
miR-1825
miR-6870-5p
miR-6825-5p
miR-4700-3p
miR-3622a-3p
miR-5001-5p
miR-6510-5p
miR-4505
miR-4665-5p
miR-8485
miR-7110-3p
miR-6862-3p
miR-6886-3p
miR-328-5p
miR-6840-5p
miR-204-3p
miR-873-3p
miR-6840-5p
miR-210-3p
miR-19b-3p
miR-33a-5p
miR-130b-3p
miR-136-3p
miR-6747-3p
miR-132-5p
miR-26b-5p
miR-146a-5p
miR-128-3p
miR-139-5p
miR-150-5p
miR-25-3p
miR-142-3p
miR-132-5p
miR-146a-5p
miR-6747-3p
miR-25-3p
miR-212
miR-424
miR-92a-3p
miR-181c-5p
miR-210-3p
miR-107
miR-320a
miR-204-5p
miR-328-3p
miR-423-5p
miR369-5p
miR-23a-3p
miR-204-5p
miR125a-5p
miR-1468-5p
miR-375
 miR-320a
miR-26b-5p
miR-615-3p
miR-4722-5p
miR-4768-3p
miR-1827
miR-940 e
miR-30b-3p
miR-4722-5p e
miR-615-3p
 miR-27a-3p
miR-27b-3p e
miR-324-5p
miR-122-5p
miR-132-3p
miR-193b-3p
miR-320a-3p
miR-365-3p
miR-885-5p
miR-9
miR-320a
miR-204-5p
miR-223-3p
miR-15a-5p
miR-22-3p
miR-124
miR-9a
miR-520f-3p
miR-135b-3p
miR-4317
miR-3928-5p
miR-8082
